id,name,pokedex number,supertype,subtypes,hp,types,attacks,weaknesses,retreat cost,set name,release date,artist,rarity,card image (small),card image hires,tcg player url,tcg price date,tcg market price usd (normal),tcg low price usd (normal),tcg high price usd (normal),tcg market price usd (reverse holofoil),tcg low price usd (reverse holofoil),tcg high price usd (reverse holofoil),tcg market price usd (holofoil),tcg low price usd (holofoil),tcg high price usd (holofoil),count,score
bw11-35,Empoleon,395.0,Pokémon,Stage 2,140,Water,"Surf (50), Emperor's Strike (70+)",Lightning ×2,2,Legendary Treasures,2013/11/06,kawayoo,Rare,https://images.pokemontcg.io/bw11/35.png,https://images.pokemontcg.io/bw11/35_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-35,2025/04/12,0.67,0.2,5.0,4.05,2.56,3.06,,,,0,0
bw11-38,Dewott,502.0,Pokémon,Stage 1,80,Water,Aqua Tail (30+),Lightning ×2,1,Legendary Treasures,2013/11/06,Mizue,Uncommon,https://images.pokemontcg.io/bw11/38.png,https://images.pokemontcg.io/bw11/38_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-38,2025/04/12,0.34,0.15,1.79,1.75,0.99,1.69,,,,0,0
bw11-36,Phione,489.0,Pokémon,Basic,70,Water,"Pull Out (), Aqua Boomerang (20)",Lightning ×2,1,Legendary Treasures,2013/11/06,kawayoo,Rare,https://images.pokemontcg.io/bw11/36.png,https://images.pokemontcg.io/bw11/36_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-36,2025/04/12,0.61,0.22,4.16,4.85,1.65,7.83,,,,0,0
bw11-37,Oshawott,501.0,Pokémon,Basic,60,Water,Razor Shell (20+),Lightning ×2,1,Legendary Treasures,2013/11/06,Midori Harada,Common,https://images.pokemontcg.io/bw11/37.png,https://images.pokemontcg.io/bw11/37_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-37,2025/04/12,0.42,0.07,2.83,0.9,0.49,4.17,,,,0,0
bw11-34,Prinplup,394.0,Pokémon,Stage 1,90,Water,Water Splash (20+),Lightning ×2,2,Legendary Treasures,2013/11/06,Miki Tanaka,Uncommon,https://images.pokemontcg.io/bw11/34.png,https://images.pokemontcg.io/bw11/34_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-34,2025/04/12,0.44,0.1,1.6,2.61,1.66,5.0,,,,0,0
bw11-33,Piplup,393.0,Pokémon,Basic,60,Water,Water Splash (10+),Lightning ×2,1,Legendary Treasures,2013/11/06,Mizue,Common,https://images.pokemontcg.io/bw11/33.png,https://images.pokemontcg.io/bw11/33_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-33,2025/04/12,0.65,0.15,2.66,2.49,4.0,89.0,,,,0,0
bw11-40,Tympole,535.0,Pokémon,Basic,60,Water,"Vibration (10), Mud Shot (20)",Grass ×2,1,Legendary Treasures,2013/11/06,Kyoko Umemoto,Common,https://images.pokemontcg.io/bw11/40.png,https://images.pokemontcg.io/bw11/40_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-40,2025/04/12,0.17,0.05,1.4,0.44,0.2,68.92,,,,0,0
bw11-39,Samurott,503.0,Pokémon,Stage 2,140,Water,Hydro Pump (70+),Lightning ×2,2,Legendary Treasures,2013/11/06,Naoki Saito,Rare Holo,https://images.pokemontcg.io/bw11/39.png,https://images.pokemontcg.io/bw11/39_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-39,2025/04/12,,,,3.89,1.32,5.5,1.55,0.63,7.66,0,0
bw11-41,Palpitoad,536.0,Pokémon,Stage 1,80,Water,"Mud Shot (20), Round (20×)",Grass ×2,2,Legendary Treasures,2013/11/06,Sachiko Adachi,Uncommon,https://images.pokemontcg.io/bw11/41.png,https://images.pokemontcg.io/bw11/41_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-41,2025/04/12,0.53,0.15,1.25,1.5,1.0,1.23,,,,0,0
bw11-42,Seismitoad,537.0,Pokémon,Stage 2,140,Water,"Round (30×), Hyper Voice (70)",Grass ×2,3,Legendary Treasures,2013/11/06,Hajime Kusajima,Rare,https://images.pokemontcg.io/bw11/42.png,https://images.pokemontcg.io/bw11/42_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-42,2025/04/12,0.21,0.12,99.99,2.14,0.33,6.3,,,,0,0
bw11-43,Kyurem,646.0,Pokémon,Basic,130,Water,"Outrage (20+), Glaciate ()",Metal ×2,2,Legendary Treasures,2013/11/06,Midori Harada,Rare Holo,https://images.pokemontcg.io/bw11/43.png,https://images.pokemontcg.io/bw11/43_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-43,2025/04/12,,,,2.28,1.25,3.39,1.51,0.82,5.88,0,0
bw11-44,Kyurem-EX,646.0,Pokémon,"Basic, EX",180,Water,"Frozen Wings (60), Hail Blizzard (120)",Metal ×2,3,Legendary Treasures,2013/11/06,Shizurow,Rare Holo EX,https://images.pokemontcg.io/bw11/44.png,https://images.pokemontcg.io/bw11/44_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-44,2025/04/12,,,,,,,5.26,1.85,7.28,0,0
bw11-45,Keldeo-EX,647.0,Pokémon,"Basic, EX",170,Water,Secret Sword (50+),Grass ×2,2,Legendary Treasures,2013/11/06,Toyste Beach,Rare Holo EX,https://images.pokemontcg.io/bw11/45.png,https://images.pokemontcg.io/bw11/45_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-45,2025/04/12,,,,,,,2.99,1.0,89.0,0,0
bw11-46,Zapdos,145.0,Pokémon,Basic,120,Lightning,"Random Spark (), Thundering Hurricane (50×)",Lightning ×2,2,Legendary Treasures,2013/11/06,Kouki Saitou,Rare Holo,https://images.pokemontcg.io/bw11/46.png,https://images.pokemontcg.io/bw11/46_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-46,2025/04/12,,,,5.91,2.31,9.99,2.86,1.6,89.0,0,0
bw11-48,Minun,312.0,Pokémon,Basic,60,Lightning,"Negative Ion (), Electrishower ()",Fighting ×2,1,Legendary Treasures,2013/11/06,Kouki Saitou,Uncommon,https://images.pokemontcg.io/bw11/48.png,https://images.pokemontcg.io/bw11/48_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-48,2025/04/12,0.55,0.32,5.1,3.09,0.99,2.76,,,,0,0
bw11-47,Plusle,311.0,Pokémon,Basic,60,Lightning,"Tag Draw (), Positive Ion (20+)",Fighting ×2,1,Legendary Treasures,2013/11/06,Kouki Saitou,Uncommon,https://images.pokemontcg.io/bw11/47.png,https://images.pokemontcg.io/bw11/47_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-47,2025/04/12,0.55,0.23,3.1,1.45,0.85,0.88,,,,0,0
bw11-50,Thundurus,642.0,Pokémon,Basic,110,Lightning,"Charge (), Disaster Volt (80)",Fighting ×2,1,Legendary Treasures,2013/11/06,Yukiko Baba,Rare Holo,https://images.pokemontcg.io/bw11/50.png,https://images.pokemontcg.io/bw11/50_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-50,2025/04/12,,,,1.14,0.55,6.35,1.02,0.35,4.99,0,0
bw11-49,Emolga,587.0,Pokémon,Basic,70,Lightning,"Call for Family (), Static Shock (20)",Lightning ×2,0,Legendary Treasures,2013/11/06,Tomokazu Komiya,Uncommon,https://images.pokemontcg.io/bw11/49.png,https://images.pokemontcg.io/bw11/49_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-49,2025/04/12,0.37,0.1,1.93,4.09,3.0,8.38,,,,0,0
bw11-51,Zekrom,644.0,Pokémon,Basic,130,Lightning,"Outrage (20+), Bolt Strike (120)",Fighting ×2,2,Legendary Treasures,2013/11/06,Kagemaru Himeno,Rare Holo,https://images.pokemontcg.io/bw11/51.png,https://images.pokemontcg.io/bw11/51_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-51,2025/04/12,,,,2.5,1.25,6.0,1.92,0.94,9.9,0,0
bw11-53,Mewtwo,150.0,Pokémon,Basic,120,Psychic,"Power Edge (30), Psyslash (120)",Psychic ×2,2,Legendary Treasures,2013/11/06,Ayaka Yoshida,Rare Holo,https://images.pokemontcg.io/bw11/53.png,https://images.pokemontcg.io/bw11/53_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-53,2025/04/12,,,,12.4,7.2,19.98,12.02,6.22,28.95,0,0
bw11-52,Zekrom-EX,644.0,Pokémon,"Basic, EX",180,Lightning,"Glinting Claw (50+), Strong Volt (150)",Fighting ×2,3,Legendary Treasures,2013/11/06,Shizurow,Rare Holo EX,https://images.pokemontcg.io/bw11/52.png,https://images.pokemontcg.io/bw11/52_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-52,2025/04/12,,,,,,,5.4,4.5,10.99,0,0
bw11-56,Xatu,178.0,Pokémon,Stage 1,90,Psychic,"Fortunate Draw (), Miracle Wing (60)",Psychic ×2,1,Legendary Treasures,2013/11/06,Kouki Saitou,Rare,https://images.pokemontcg.io/bw11/56.png,https://images.pokemontcg.io/bw11/56_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-56,2025/04/12,0.25,0.06,1.49,1.16,0.92,2.0,,,,0,0
bw11-57,Misdreavus,200.0,Pokémon,Basic,60,Psychic,Spooky Shot (20),Darkness ×2,1,Legendary Treasures,2013/11/06,Hitoshi Ariga,Common,https://images.pokemontcg.io/bw11/57.png,https://images.pokemontcg.io/bw11/57_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-57,2025/04/12,0.26,0.15,1.25,1.2,0.32,2.94,,,,0,0
bw11-58,Mismagius,429.0,Pokémon,Stage 1,100,Psychic,"Absorb Life (30), Spooky Shot (70)",Darkness ×2,1,Legendary Treasures,2013/11/06,Sumiyoshi Kizuki,Rare,https://images.pokemontcg.io/bw11/58.png,https://images.pokemontcg.io/bw11/58_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-58,2025/04/12,0.36,0.2,5.77,2.05,1.4,2.24,,,,0,0
bw11-59,Ralts,280.0,Pokémon,Basic,60,Psychic,Mind Bend (10),Psychic ×2,1,Legendary Treasures,2013/11/06,Naoyo Kimura,Common,https://images.pokemontcg.io/bw11/59.png,https://images.pokemontcg.io/bw11/59_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-59,2025/04/12,0.26,0.13,1.45,1.18,0.3,4.79,,,,0,0
bw11-54,Mewtwo-EX,150.0,Pokémon,"Basic, EX",170,Psychic,"X Ball (), Psydrive (120)",Psychic ×2,2,Legendary Treasures,2013/11/06,Shizurow,Rare Holo EX,https://images.pokemontcg.io/bw11/54.png,https://images.pokemontcg.io/bw11/54_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-54,2025/04/12,,,,,,,9.52,4.69,27.06,0,0
bw11-55,Natu,177.0,Pokémon,Basic,50,Psychic,Peck (20),Psychic ×2,1,Legendary Treasures,2013/11/06,Sanosuke Sakuma,Common,https://images.pokemontcg.io/bw11/55.png,https://images.pokemontcg.io/bw11/55_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-55,2025/04/12,0.38,0.17,1.51,1.36,2.15,2.15,,,,0,0
bw11-60,Kirlia,281.0,Pokémon,Stage 1,80,Psychic,"Mind Bend (20), Spinning Attack (40)",Psychic ×2,1,Legendary Treasures,2013/11/06,Yukiko Baba,Uncommon,https://images.pokemontcg.io/bw11/60.png,https://images.pokemontcg.io/bw11/60_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-60,2025/04/12,0.37,0.15,1.15,1.84,0.5,1.47,,,,0,0
bw11-61,Sableye,302.0,Pokémon,Basic,70,Psychic,Tight Jaw (30),,1,Legendary Treasures,2013/11/06,Hiroki Asanuma,Uncommon,https://images.pokemontcg.io/bw11/61.png,https://images.pokemontcg.io/bw11/61_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-61,2025/04/12,0.37,0.15,1.22,3.89,3.75,5.99,,,,0,0
bw11-62,Croagunk,453.0,Pokémon,Basic,70,Psychic,Poison Jab (20),Psychic ×2,1,Legendary Treasures,2013/11/06,Sanosuke Sakuma,Common,https://images.pokemontcg.io/bw11/62.png,https://images.pokemontcg.io/bw11/62_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-62,2025/04/12,0.17,0.05,1.41,0.71,0.19,6.95,,,,0,0
bw11-63,Toxicroak,454.0,Pokémon,Stage 1,90,Psychic,"Revenge (20+), Poison Jab (60)",Psychic ×2,1,Legendary Treasures,2013/11/06,Naoki Saito,Rare,https://images.pokemontcg.io/bw11/63.png,https://images.pokemontcg.io/bw11/63_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-63,2025/04/12,0.28,0.15,1.46,1.35,0.47,6.0,,,,0,0
bw11-64,Woobat,527.0,Pokémon,Basic,50,Psychic,Dual Cut (10×),Lightning ×2,1,Legendary Treasures,2013/11/06,Mizue,Common,https://images.pokemontcg.io/bw11/64.png,https://images.pokemontcg.io/bw11/64_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-64,2025/04/12,0.18,0.05,1.41,0.62,0.52,1.25,,,,0,0
bw11-65,Swoobat,528.0,Pokémon,Stage 1,80,Psychic,"Energy Gift (), Heart Stamp (30)",Lightning ×2,1,Legendary Treasures,2013/11/06,Masakazu Fukuda,Uncommon,https://images.pokemontcg.io/bw11/65.png,https://images.pokemontcg.io/bw11/65_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-65,2025/04/12,0.3,0.01,1.49,1.38,0.26,2.37,,,,0,0
bw11-66,Sigilyph,561.0,Pokémon,Basic,90,Psychic,Psychic (50+),Psychic ×2,1,Legendary Treasures,2013/11/06,Shigenori Negishi,Rare Holo,https://images.pokemontcg.io/bw11/66.png,https://images.pokemontcg.io/bw11/66_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-66,2025/04/12,,,,1.08,0.45,1.49,0.9,0.48,4.99,0,0
bw11-68,Garbodor,569.0,Pokémon,Stage 1,100,Psychic,Sludge Toss (60),Psychic ×2,3,Legendary Treasures,2013/11/06,Tomoaki Imakuni,Rare Holo,https://images.pokemontcg.io/bw11/68.png,https://images.pokemontcg.io/bw11/68_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-68,2025/04/12,,,,2.02,1.35,29.98,1.88,0.99,4.0,0,0
bw11-67,Trubbish,568.0,Pokémon,Basic,70,Psychic,"Pound (20), Poison Gas (30)",Psychic ×2,2,Legendary Treasures,2013/11/06,kawayoo,Common,https://images.pokemontcg.io/bw11/67.png,https://images.pokemontcg.io/bw11/67_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-67,2025/04/12,0.31,0.1,1.56,3.33,2.37,3.0,,,,0,0
bw11-69,Gothita,574.0,Pokémon,Basic,60,Psychic,"Hypnotic Gaze (), Double Slap (20×)",Psychic ×2,1,Legendary Treasures,2013/11/06,TOKIYA,Common,https://images.pokemontcg.io/bw11/69.png,https://images.pokemontcg.io/bw11/69_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-69,2025/04/12,0.22,0.1,4.99,1.53,0.32,0.5,,,,0,0
bw11-70,Gothita,574.0,Pokémon,Basic,50,Psychic,Trip Over (10+),Psychic ×2,1,Legendary Treasures,2013/11/06,Akira Komayama,Common,https://images.pokemontcg.io/bw11/70.png,https://images.pokemontcg.io/bw11/70_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-70,2025/04/12,0.21,0.01,1.5,0.73,0.45,3.11,,,,0,0
bw11-71,Gothorita,575.0,Pokémon,Stage 1,80,Psychic,"Double Slap (20×), Psybeam (20)",Psychic ×2,1,Legendary Treasures,2013/11/06,kirisAki,Uncommon,https://images.pokemontcg.io/bw11/71.png,https://images.pokemontcg.io/bw11/71_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-71,2025/04/12,0.25,0.07,1.45,4.32,0.88,6.35,,,,0,0
bw11-72,Gothitelle,576.0,Pokémon,Stage 2,130,Psychic,Madkinesis (30+),Psychic ×2,2,Legendary Treasures,2013/11/06,kawayoo,Rare Holo,https://images.pokemontcg.io/bw11/72.png,https://images.pokemontcg.io/bw11/72_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-72,2025/04/12,,,,1.05,0.8,3.45,1.56,0.5,2.89,0,0
bw11-73,Solosis,577.0,Pokémon,Basic,30,Psychic,Rollout (10),Psychic ×2,1,Legendary Treasures,2013/11/06,HiRON,Common,https://images.pokemontcg.io/bw11/73.png,https://images.pokemontcg.io/bw11/73_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-73,2025/04/12,0.18,0.03,1.35,0.5,0.01,1.22,,,,0,0
bw11-74,Solosis,577.0,Pokémon,Basic,30,Psychic,"Nap (), Ram (20)",Psychic ×2,1,Legendary Treasures,2013/11/06,Kouki Saitou,Common,https://images.pokemontcg.io/bw11/74.png,https://images.pokemontcg.io/bw11/74_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-74,2025/04/12,0.21,0.05,1.39,0.48,0.32,1.25,,,,0,0
bw11-75,Duosion,578.0,Pokémon,Stage 1,60,Psychic,Rollout (20),Psychic ×2,1,Legendary Treasures,2013/11/06,Suwama Chiaki,Uncommon,https://images.pokemontcg.io/bw11/75.png,https://images.pokemontcg.io/bw11/75_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-75,2025/04/12,0.25,0.15,1.46,0.82,0.9,89.0,,,,0,0
bw11-77,Chandelure-EX,609.0,Pokémon,"Basic, EX",170,Psychic,"Cursed Drop (), Eerie Glow (70)",Darkness ×2,2,Legendary Treasures,2013/11/06,Ryo Ueda,Rare Holo EX,https://images.pokemontcg.io/bw11/77.png,https://images.pokemontcg.io/bw11/77_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-77,2025/04/12,,,,,,,5.83,4.31,8.99,0,0
bw11-76,Reuniclus,579.0,Pokémon,Stage 2,90,Psychic,"Future Sight (), Net Force (40×)",Psychic ×2,2,Legendary Treasures,2013/11/06,Kyoko Umemoto,Rare,https://images.pokemontcg.io/bw11/76.png,https://images.pokemontcg.io/bw11/76_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-76,2025/04/12,0.43,0.15,4.1,0.97,0.45,1.37,,,,0,0
bw11-78,Meloetta,648.0,Pokémon,Basic,80,Psychic,"Psychic (10+), Echoed Voice (50)",Psychic ×2,1,Legendary Treasures,2013/11/06,kawayoo,Rare Holo,https://images.pokemontcg.io/bw11/78.png,https://images.pokemontcg.io/bw11/78_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-78,2025/04/12,,,,3.31,1.94,2.99,2.54,0.95,4.95,0,0
bw11-80,Lucario,448.0,Pokémon,Stage 1,100,Fighting,Aura Sphere (50),Psychic ×2,1,Legendary Treasures,2013/11/06,MAHOU,Rare Holo,https://images.pokemontcg.io/bw11/80.png,https://images.pokemontcg.io/bw11/80_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-80,2025/04/12,,,,7.54,2.99,46.28,4.06,2.0,89.0,0,0
bw11-79,Riolu,447.0,Pokémon,Basic,70,Fighting,"Punch (10), Quick Attack (10+)",Psychic ×2,1,Legendary Treasures,2013/11/06,Naoyo Kimura,Uncommon,https://images.pokemontcg.io/bw11/79.png,https://images.pokemontcg.io/bw11/79_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-79,2025/04/12,0.39,0.14,1.51,3.01,2.36,5.0,,,,0,0
bw11-81,Gallade,475.0,Pokémon,Stage 2,140,Fighting,"Nerve Shot (30), Pandemonium Blade (60+)",Psychic ×2,2,Legendary Treasures,2013/11/06,Hajime Kusajima,Rare,https://images.pokemontcg.io/bw11/81.png,https://images.pokemontcg.io/bw11/81_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-81,2025/04/12,0.59,0.2,1.82,3.33,0.99,4.07,,,,0,0
bw11-82,Excadrill-EX,530.0,Pokémon,"Basic, EX",180,Fighting,"Dig Out (40), Break Ground (120)",Water ×2,3,Legendary Treasures,2013/11/06,Ryo Ueda,Rare Holo EX,https://images.pokemontcg.io/bw11/82.png,https://images.pokemontcg.io/bw11/82_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-82,2025/04/12,,,,,,,3.43,1.85,89.0,0,0
bw11-85,Landorus,645.0,Pokémon,Basic,110,Fighting,"Abundant Harvest (), Gaia Hammer (80)",Water ×2,1,Legendary Treasures,2013/11/06,Midori Harada,Rare Holo,https://images.pokemontcg.io/bw11/85.png,https://images.pokemontcg.io/bw11/85_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-85,2025/04/12,,,,1.37,0.87,7.86,0.83,0.45,2.99,0,0
bw11-84,Terrakion,639.0,Pokémon,Basic,130,Fighting,"Retaliate (30+), Land Crush (90)",Grass ×2,4,Legendary Treasures,2013/11/06,Shigenori Negishi,Rare Holo,https://images.pokemontcg.io/bw11/84.png,https://images.pokemontcg.io/bw11/84_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-84,2025/04/12,,,,1.25,0.95,2.26,1.14,0.49,8.01,0,0
bw11-83,Stunfisk,618.0,Pokémon,Basic,100,Fighting,"Muddy Water (20), Rumble (40)",Water ×2,3,Legendary Treasures,2013/11/06,Yuka Morii,Uncommon,https://images.pokemontcg.io/bw11/83.png,https://images.pokemontcg.io/bw11/83_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-83,2025/04/12,0.81,0.25,4.21,1.07,0.95,1.5,,,,0,0
bw11-86,Meloetta,648.0,Pokémon,Basic,90,Fighting,"Magical Dance (), Shooting Star Pirouette (40+)",Psychic ×2,1,Legendary Treasures,2013/11/06,Mizue,Rare,https://images.pokemontcg.io/bw11/86.png,https://images.pokemontcg.io/bw11/86_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-86,2025/04/12,0.38,0.19,5.0,3.9,0.5,0.65,,,,0,0
bw11-87,Spiritomb,442.0,Pokémon,Basic,80,Darkness,Hexed Mirror (),,1,Legendary Treasures,2013/11/06,Mitsuhiro Arita,Uncommon,https://images.pokemontcg.io/bw11/87.png,https://images.pokemontcg.io/bw11/87_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-87,2025/04/12,0.34,0.15,2.28,0.58,0.54,4.49,,,,0,0
bw11-88,Darkrai-EX,491.0,Pokémon,"Basic, EX",180,Darkness,Night Spear (90),Fighting ×2,2,Legendary Treasures,2013/11/06,Shizurow,Rare Holo EX,https://images.pokemontcg.io/bw11/88.png,https://images.pokemontcg.io/bw11/88_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-88,2025/04/12,,,,,,,8.48,6.5,89.0,0,0
bw11-89,Zorua,570.0,Pokémon,Basic,50,Darkness,"Ascension (), Scratch (20)",Fighting ×2,1,Legendary Treasures,2013/11/06,Atsuko Nishida,Common,https://images.pokemontcg.io/bw11/89.png,https://images.pokemontcg.io/bw11/89_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-89,2025/04/12,0.59,0.25,999.99,5.76,4.5,14.99,,,,0,0
bw11-90,Zoroark,571.0,Pokémon,Stage 1,100,Darkness,"Brutal Bash (20×), Dark Rush (20×)",Fighting ×2,2,Legendary Treasures,2013/11/06,match,Rare Holo,https://images.pokemontcg.io/bw11/90.png,https://images.pokemontcg.io/bw11/90_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-90,2025/04/12,,,,5.55,0.85,7.67,0.98,0.5,2.06,0,0
bw11-92,Altaria,334.0,Pokémon,Stage 1,80,Dragon,"Speed Dive (20), Cleave (40)",Dragon ×2,1,Legendary Treasures,2013/11/06,Atsuko Nishida,Uncommon,https://images.pokemontcg.io/bw11/92.png,https://images.pokemontcg.io/bw11/92_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-92,2025/04/12,0.45,0.15,3.1,0.86,1.86,10.87,,,,0,0
bw11-93,Rayquaza,384.0,Pokémon,Basic,120,Dragon,"Dragon Pulse (40), Shred (90)",Dragon ×2,3,Legendary Treasures,2013/11/06,Shin Nagasawa,Rare Holo,https://images.pokemontcg.io/bw11/93.png,https://images.pokemontcg.io/bw11/93_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-93,2025/04/12,,,,8.49,3.68,12.34,7.66,4.5,12.99,0,0
bw11-91,Cobalion,638.0,Pokémon,Basic,120,Metal,"Energy Press (20+), Iron Breaker (80)",Fire ×2,2,Legendary Treasures,2013/11/06,Sumiyoshi Kizuki,Rare Holo,https://images.pokemontcg.io/bw11/91.png,https://images.pokemontcg.io/bw11/91_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-91,2025/04/12,,,,1.47,1.25,7.0,0.91,0.45,3.67,0,0
bw11-94,Gible,443.0,Pokémon,Basic,50,Dragon,"Tackle (10), Gnaw (20)",Dragon ×2,1,Legendary Treasures,2013/11/06,sui,Common,https://images.pokemontcg.io/bw11/94.png,https://images.pokemontcg.io/bw11/94_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-94,2025/04/12,0.49,0.1,3.03,1.29,0.34,4.02,,,,0,0
bw11-95,Gabite,444.0,Pokémon,Stage 1,80,Dragon,"Tackle (20), Shred (40)",Dragon ×2,1,Legendary Treasures,2013/11/06,Shigenori Negishi,Uncommon,https://images.pokemontcg.io/bw11/95.png,https://images.pokemontcg.io/bw11/95_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-95,2025/04/12,0.35,0.15,15.4,1.86,1.0,2.13,,,,0,0
bw11-99,Hydreigon,635.0,Pokémon,Stage 2,150,Dragon,Dragonblast (140),Dragon ×2,3,Legendary Treasures,2013/11/06,Tomokazu Komiya,Rare Holo,https://images.pokemontcg.io/bw11/99.png,https://images.pokemontcg.io/bw11/99_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-99,2025/04/12,,,,3.67,3.5,4.24,2.3,1.3,3.73,0,0
bw11-96,Garchomp,445.0,Pokémon,Stage 2,140,Dragon,"Mach Cut (60), Dragonblade (100)",Dragon ×2,1,Legendary Treasures,2013/11/06,Masakazu Fukuda,Rare Holo,https://images.pokemontcg.io/bw11/96.png,https://images.pokemontcg.io/bw11/96_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-96,2025/04/12,,,,3.26,2.91,4.95,3.17,0.75,5.97,0,0
bw11-98,Zweilous,634.0,Pokémon,Stage 1,80,Dragon,"Crunch (30), Dragon Claw (80)",Dragon ×2,2,Legendary Treasures,2013/11/06,Yukiko Baba,Uncommon,https://images.pokemontcg.io/bw11/98.png,https://images.pokemontcg.io/bw11/98_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-98,2025/04/12,0.58,0.15,1.25,1.44,0.75,3.99,,,,0,0
bw11-100,Black Kyurem-EX,646.0,Pokémon,"Basic, EX",180,Dragon,"Dragon Fang (60), Freeze Shock (150)",Dragon ×2,3,Legendary Treasures,2013/11/06,Eske Yoshinob,Rare Holo EX,https://images.pokemontcg.io/bw11/100.png,https://images.pokemontcg.io/bw11/100_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-100,2025/04/12,,,,,,,5.92,2.77,10.0,0,0
bw11-97,Deino,633.0,Pokémon,Basic,60,Dragon,"Deep Growl (), Power Breath (30)",Dragon ×2,2,Legendary Treasures,2013/11/06,Akira Komayama,Common,https://images.pokemontcg.io/bw11/97.png,https://images.pokemontcg.io/bw11/97_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-97,2025/04/12,0.2,0.06,1.41,0.61,0.27,3.44,,,,0,0
bw11-101,White Kyurem-EX,646.0,Pokémon,"Basic, EX",180,Dragon,"Dragon Stream (60), Ice Burn (150)",Dragon ×2,3,Legendary Treasures,2013/11/06,Eske Yoshinob,Rare Holo EX,https://images.pokemontcg.io/bw11/101.png,https://images.pokemontcg.io/bw11/101_hires.png,https://prices.pokemontcg.io/tcgplayer/bw11-101,2025/04/12,,,,,,,3.12,2.16,11.18,0,0
